Player,Team,Cmp,Att,Yds,TD,Int,AvgRate,PassRate,Year,PlID
RyanFitzpatrick,BUF,679,1175,7104,44,42,69.92,73.01950354609929,2010,RyanFitzpatrick2010
DavidGarrard,JAX,1397,2269,15917,88,54,80.95,85.63151902453357,2010,DavidGarrard2010
ShaunHill,DET,579,938,6176,39,23,87.42,84.59932480454869,2010,ShaunHill2010
BrettFavre,MIN,3641,5818,40944,273,195,85.26,85.23332760398762,2010,BrettFavre2010
JasonCampbell,OAK,1196,1966,13247,68,46,81.86,82.63394370973212,2010,JasonCampbell2010
AlexSmith,SFO,864,1514,9399,51,53,67.28,72.148833113166,2010,AlexSmith2010
JonKitna,DAL,2255,3691,24665,137,135,77.89,77.97175562178272,2010,JonKitna2010
DerekAnderson,ARI,756,1436,9148,53,55,64.02,68.8428505106778,2010,DerekAnderson2010
KerryCollins,TEN,2461,4301,28615,147,120,74.41,77.25480508408896,2010,KerryCollins2010
TonyRomo,DAL,1326,2070,16650,118,62,95.28,95.5012077294686,2010,TonyRomo2010
ColtMcCoy,CLE,135,222,1576,6,9,74.5,74.45570570570568,2010,ColtMcCoy2010
JimmyClausen,CAR,157,299,1558,3,9,58.4,58.35423634336677,2010,JimmyClausen2010
VinceYoung,TEN,689,1190,8098,42,42,76.74,75.74579831932775,2010,VinceYoung2010
KevinKolb,PHI,177,285,1938,11,10,82.5,80.41666666666669,2010,KevinKolb2010
TroySmith,SFO,113,221,1628,7,4,78.65,78.40309200603318,2010,TroySmith2010
BruceGradkowski,OAK,349,656,3753,20,22,53.9,66.44435975609755,2010,BruceGradkowski2010
RexGrossman,WAS,595,1095,7048,40,39,69.09,71.5201674277017,2010,RexGrossman2010
JakeDelhomme,CLE,1673,2818,20130,122,96,82.24,81.55754672344453,2010,JakeDelhomme2010
MattMoore,CAR,227,392,2640,16,17,73.7,73.93707482993199,2010,MattMoore2010
DrewStanton,DET,95,170,1039,4,9,52.25,59.90196078431374,2010,DrewStanton2010
SenecaWallace,CLE,365,604,3853,26,14,83.4,83.71274834437087,2010,SenecaWallace2010
JohnSkelton,ARI,60,126,662,2,2,62.3,62.33465608465608,2010,JohnSkelton2010
TimTebow,DEN,41,82,654,5,3,82.1,82.0630081300813,2010,TimTebow2010
MatthewStafford,DET,258,473,2802,19,21,76.15,67.11152219873149,2010,MatthewStafford2010
TrentEdwards,2TM,561,927,6019,26,30,71.12,75.43374685364978,2010,TrentEdwards2010
CharlieWhitehurst,SEA,57,99,507,2,3,65.5,65.50925925925927,2010,CharlieWhitehurst2010
JoeWebb,MIN,54,89,477,0,3,60.9,60.93164794007491,2010,JoeWebb2010
TylerThigpen,MIA,263,482,3043,20,14,74.5,75.5878284923928,2010,TylerThigpen2010
MattFlynn,GNB,40,66,433,3,2,82.4,82.44949494949495,2010,MattFlynn2010
MaxHall,ARI,39,78,370,1,6,35.7,35.73717948717949,2010,MaxHall2010
CharlieBatch,PIT,519,927,6203,36,34,79.15,74.28308162531464,2010,CharlieBatch2010
TarvarisJackson,MIN,340,582,3783,23,22,73.15,75.27205040091638,2010,TarvarisJackson2010
DennisDixon,PIT,34,58,399,1,2,70.0,70.97701149425288,2010,DennisDixon2010
StephenMcGee,DAL,22,44,238,2,0,81.4,81.43939393939394,2010,StephenMcGee2010
ToddBouman,JAX,137,245,1739,12,13,73.83,72.47448979591837,2010,ToddBouman2010
RustySmith,TEN,20,40,200,0,4,25.0,22.916666666666664,2010,RustySmith2010
BrianStPierre,CAR,13,28,173,1,2,48.7,48.6607142857143,2010,BrianStPierre2010
BrianBrohm,BUF,27,52,252,0,5,30.55,25.48076923076923,2010,BrianBrohm2010
ToddCollins,CHI,77,132,956,5,5,56.15,77.71464646464646,2010,ToddCollins2010
BrodieCroyle,KAN,178,312,1646,8,7,67.35,70.80662393162392,2010,BrodieCroyle2010
ChadPennington,MIA,1620,2446,17664,100,64,86.04,90.09096484055603,2010,ChadPennington2010
DrewBrees,NOR,3598,5452,40521,280,146,93.13,94.00755074590364,2011,DrewBrees2011
TomBrady,NWE,3396,5318,39973,300,115,94.98,96.41155822991098,2011,TomBrady2011
MatthewStafford,DET,679,1136,7840,60,37,83.17,84.6830985915493,2011,MatthewStafford2011
EliManning,NYG,2291,3921,27579,185,129,79.99,82.10012326787384,2011,EliManning2011
AaronRodgers,GNB,1346,2054,17037,131,37,105.17,105.00649139889646,2011,AaronRodgers2011
PhilipRivers,SDG,1913,3007,24137,162,77,95.8,95.8326405054872,2011,PhilipRivers2011
TonyRomo,DAL,1672,2592,20834,149,72,96.48,96.9167952674897,2011,TonyRomo2011
MattRyan,ATL,1232,2022,14238,95,46,87.95,88.37990438509728,2011,MattRyan2011
BenRoethlisberger,PIT,2090,3313,26579,165,100,92.99,92.10622296005636,2011,BenRoethlisberger2011
CamNewton,CAR,310,517,4051,21,17,84.5,84.53820116054158,2011,CamNewton2011
RyanFitzpatrick,BUF,1032,1744,10936,68,65,71.76,74.99044342507645,2011,RyanFitzpatrick2011
JoeFlacco,BAL,1190,1958,13816,80,46,85.92,85.96144024514811,2011,JoeFlacco2011
JoshFreeman,TAM,795,1315,8898,51,46,76.77,79.00982256020278,2011,JoshFreeman2011
MattHasselbeck,TEN,2878,4768,33005,192,142,80.43,82.24010766219237,2011,MattHasselbeck2011
MarkSanchez,NYJ,782,1414,9209,55,51,72.17,73.24375294672323,2011,MarkSanchez2011
AndyDalton,CIN,300,516,3398,20,13,80.4,80.39405684754523,2011,AndyDalton2011
MichaelVick,PHI,1416,2525,17826,110,72,78.16,80.87211221122112,2011,MichaelVick2011
RexGrossman,WAS,860,1553,10199,56,59,69.5,71.78444945267225,2011,RexGrossman2011
AlexSmith,SFO,1137,1959,12543,68,58,71.18,76.36230219499745,2011,AlexSmith2011
TarvarisJackson,SEA,611,1032,6874,37,35,74.36,76.99450904392765,2011,TarvarisJackson2011
CarsonPalmer,OAK,2223,3545,25447,167,116,84.31,86.31817113305124,2011,CarsonPalmer2011
ColtMcCoy,CLE,400,685,4309,20,20,74.55,74.52250608272507,2011,ColtMcCoy2011
MattMoore,MIA,437,739,5137,32,26,77.05,80.09979702300406,2011,MattMoore2011
MattSchaub,HOU,1448,2252,17728,97,56,86.77,92.46225577264654,2011,MattSchaub2011
JayCutler,CHI,1541,2521,18283,117,86,85.23,84.49606637577682,2011,JayCutler2011
BlaineGabbert,JAX,210,413,2214,12,11,65.4,65.38034705407586,2011,BlaineGabbert2011
SamBradford,STL,545,947,5676,24,21,73.5,74.22342485040478,2011,SamBradford2011
KevinKolb,ARI,323,538,3893,20,18,82.03,80.71561338289963,2011,KevinKolb2011
JohnSkelton,ARI,211,401,2575,13,16,65.6,66.869285120532,2011,JohnSkelton2011
ChristianPonder,MIN,158,291,1853,13,13,70.1,70.13888888888889,2011,ChristianPonder2011
KyleOrton,2TM,1284,2204,14532,80,57,77.55,79.42755595886268,2011,KyleOrton2011
TimTebow,DEN,167,353,2383,17,9,77.5,75.06491973559962,2011,TimTebow2011
MattCassel,KAN,1020,1728,11446,74,43,82.22,82.77874228395062,2011,MattCassel2011
CurtisPainter,IND,132,243,1541,6,9,66.6,66.57235939643348,2011,CurtisPainter2011
DanOrlovsky,IND,265,448,2817,14,12,77.5,76.83221726190476,2011,DanOrlovsky2011
JasonCampbell,OAK,1296,2131,14417,74,50,82.25,82.7516424213984,2011,JasonCampbell2011
DonovanMcNabb,MIN,3064,5158,36328,226,110,86.84,86.65099521778467,2011,DonovanMcNabb2011
TJYates,HOU,82,134,949,3,3,80.7,80.72139303482587,2011,TJYates2011
ChadHenne,MIA,639,1053,7047,31,37,76.53,75.71027223805001,2011,ChadHenne2011
VinceYoung,PHI,755,1304,8964,46,51,74.08,74.43762781186093,2011,VinceYoung2011
JohnBeck,WAS,140,239,1417,3,7,67.05,67.58193863319386,2011,JohnBeck2011
TylerPalko,KAN,80,134,796,2,7,59.8,59.79477611940297,2011,TylerPalko2011
CalebHanie,CHI,51,102,613,3,9,41.8,41.830065359477125,2011,CalebHanie2011
SenecaWallace,CLE,420,711,4420,28,16,79.8,80.96284575714957,2011,SenecaWallace2011
AJFeeley,STL,389,710,4133,23,30,66.08,65.18779342723006,2011,AJFeeley2011
KellenClemens,STL,191,367,2200,7,11,66.17,64.29950045413261,2011,KellenClemens2011
MattFlynn,GNB,73,115,951,9,4,103.6,101.03260869565219,2011,MattFlynn2011
KerryCollins,IND,2509,4399,29096,149,121,73.7,77.00187542623324,2011,KerryCollins2011
JoshMcCown,CHI,637,1089,6930,37,42,71.4,72.5990970309152,2011,JoshMcCown2011
CharlieWhitehurst,SEA,84,155,805,3,4,64.2,64.58333333333334,2011,CharlieWhitehurst2011
LukeMcCown,JAX,172,293,1913,9,14,61.1,68.53668941979522,2011,LukeMcCown2011
JoshJohnson,TAM,82,161,931,5,10,55.75,53.09265010351967,2011,JoshJohnson2011
CharlieBatch,PIT,534,951,6411,36,35,78.26,74.24859796705222,2011,CharlieBatch2011
KyleBoller,OAK,826,1460,8421,43,51,62.1,68.52454337899543,2011,KyleBoller2011
MattLeinart,HOU,335,579,3686,14,19,77.65,71.21113989637307,2011,MattLeinart2011
DrewBrees,NOR,4020,6122,45698,323,165,93.42,94.26317652183381,2012,DrewBrees2012
MatthewStafford,DET,1114,1863,12807,80,54,82.33,82.79320987654323,2012,MatthewStafford2012
TonyRomo,DAL,2097,3240,25737,177,91,95.63,95.62371399176955,2012,TonyRomo2012
TomBrady,NWE,3797,5955,44800,334,123,95.29,96.65372236216065,2012,TomBrady2012
MattRyan,ATL,1654,2637,18957,127,60,90.18,90.87899759828088,2012,MattRyan2012
PeytonManning,DEN,4425,6685,51613,384,166,98.62,98.21459735726751,2012,PeytonManning2012
AndrewLuck,IND,339,627,4374,23,18,76.5,76.47195640616694,2012,AndrewLuck2012
AaronRodgers,GNB,1717,2606,21332,170,45,105.74,105.6456254796623,2012,AaronRodgers2012
JoshFreeman,TAM,1101,1873,12963,78,63,77.97,79.77286883787151,2012,JoshFreeman2012
CarsonPalmer,OAK,2568,4110,29465,189,130,84.42,86.17193836171938,2012,CarsonPalmer2012
MattSchaub,HOU,1798,2796,21736,119,68,87.26,92.11671435383883,2012,MattSchaub2012
EliManning,NYG,2612,4457,31527,211,144,80.79,82.71211951237754,2012,EliManning2012
CamNewton,CAR,590,1002,7920,40,29,85.35,85.333499667332,2012,CamNewton2012
JoeFlacco,BAL,1507,2489,17633,102,56,86.28,86.34240658899157,2012,JoeFlacco2012
SamBradford,STL,873,1498,9378,45,34,76.53,77.28916332888295,2012,SamBradford2012
AndyDalton,CIN,629,1044,7067,47,29,83.9,83.9280012771392,2012,AndyDalton2012
PhilipRivers,SDG,2251,3534,27743,188,92,94.77,94.75806451612904,2012,PhilipRivers2012
RyanFitzpatrick,BUF,1338,2249,14336,92,81,73.68,76.8498962501853,2012,RyanFitzpatrick2012
BrandonWeeden,CLE,297,517,3385,14,17,72.6,72.56205673758865,2012,BrandonWeeden2012
RyanTannehill,MIA,282,484,3294,12,13,76.1,76.06749311294764,2012,RyanTannehill2012
BenRoethlisberger,PIT,2374,3762,29844,191,108,93.43,92.68673577884104,2012,BenRoethlisberger2012
RobertGriffinIII,WAS,258,393,3200,20,5,102.4,102.38019508057677,2012,RobertGriffinIII2012
RussellWilson,SEA,252,393,3118,26,10,100.0,100.02650551314673,2012,RussellWilson2012
JayCutler,CHI,1796,2955,21316,136,100,84.67,84.02918781725889,2012,JayCutler2012
ChristianPonder,MIN,458,774,4788,31,25,75.65,77.0618001722653,2012,ChristianPonder2012
MarkSanchez,NYJ,1028,1867,12092,68,69,70.85,71.69590251740759,2012,MarkSanchez2012
MichaelVick,PHI,1620,2876,20188,122,82,78.16,80.5314093648586,2012,MichaelVick2012
JakeLocker,TEN,177,314,2176,10,11,74.0,73.95169851380041,2012,JakeLocker2012
ChadHenne,JAX,805,1361,9131,42,48,75.45,74.91887092823903,2012,ChadHenne2012
ColinKaepernick,SFO,136,218,1814,10,3,98.3,98.29892966360855,2012,ColinKaepernick2012
MattCassel,KAN,1181,2005,13242,80,55,79.12,80.55798004987534,2012,MattCassel2012
AlexSmith,SFO,1290,2177,14280,81,63,75.89,79.138914408207,2012,AlexSmith2012
NickFoles,PHI,161,265,1699,6,5,79.1,79.11163522012578,2012,NickFoles2012
BlaineGabbert,JAX,372,691,3876,21,17,71.4,70.19717800289436,2012,BlaineGabbert2012
MattHasselbeck,TEN,3016,4989,34372,199,147,80.48,82.18622636466894,2012,MattHasselbeck2012
KevinKolb,ARI,432,721,5062,28,21,83.05,82.07639852057328,2012,KevinKolb2012
BradyQuinn,KAN,293,542,2998,12,17,64.63,64.49108241082412,2012,BradyQuinn2012
JohnSkelton,ARI,320,602,3707,15,25,62.2,63.039867109634564,2012,JohnSkelton2012
RyanLindley,ARI,89,171,752,0,7,46.7,46.72270955165692,2012,RyanLindley2012
CharlieBatch,PIT,579,1021,6886,37,39,76.59,73.60634998367614,2012,CharlieBatch2012
KirkCousins,WAS,33,48,466,4,3,101.6,101.5625,2012,KirkCousins2012
BrianHoyer,ARI,30,53,330,1,2,65.8,65.7625786163522,2012,BrianHoyer2012
ByronLeftwich,PIT,904,1562,10187,56,42,72.73,78.23303457106276,2012,ByronLeftwich2012
JasonCampbell,CHI,1328,2182,14682,76,52,80.9,82.51794989306447,2012,JasonCampbell2012
GregMcElroy,NYJ,19,31,214,1,1,79.2,79.23387096774194,2012,GregMcElroy2012
ThaddeusLewis,CLE,22,32,204,1,1,83.3,83.33333333333334,2012,ThaddeusLewis2012
TerrellePryor,OAK,14,30,155,2,1,70.8,70.83333333333334,2012,TerrellePryor2012
PeytonManning,DEN,4875,7344,57090,439,176,99.88,99.73107298474946,2013,PeytonManning2013
DrewBrees,NOR,4466,6772,50860,362,177,94.36,95.26112423705455,2013,DrewBrees2013
MatthewStafford,DET,1485,2497,17457,109,73,82.7,83.14227072486985,2013,MatthewStafford2013
MattRyan,ATL,2093,3288,23472,153,77,90.08,90.62753446877534,2013,MattRyan2013
PhilipRivers,SDG,2629,4078,32221,220,103,96.11,96.18685630210888,2013,PhilipRivers2013
TomBrady,NWE,4177,6583,49143,359,134,94.68,95.7608613094334,2013,TomBrady2013
AndyDalton,CIN,992,1630,11360,80,49,85.53,85.67229038854806,2013,AndyDalton2013
CarsonPalmer,ARI,2930,4682,33739,213,152,84.37,85.89634059518724,2013,CarsonPalmer2013
BenRoethlisberger,PIT,2749,4346,34105,219,122,93.29,92.59280564503757,2013,BenRoethlisberger2013
RyanTannehill,MIA,637,1072,7207,36,30,78.9,79.14723258706468,2013,RyanTannehill2013
JoeFlacco,BAL,1869,3103,21545,121,78,84.08,83.73146954560102,2013,JoeFlacco2013
TonyRomo,DAL,2439,3775,29565,208,101,95.76,95.77538631346579,2013,TonyRomo2013
AndrewLuck,IND,682,1197,8196,46,27,81.75,81.5041074909496,2013,AndrewLuck2013
EliManning,NYG,2929,5008,35345,229,171,79.65,81.24417598509052,2013,EliManning2013
CamNewton,CAR,882,1475,11299,64,42,86.5,86.43079096045199,2013,CamNewton2013
RussellWilson,SEA,509,800,6475,52,19,100.6,100.59895833333334,2013,RussellWilson2013
AlexSmith,KAN,1598,2685,17593,104,70,77.54,81.02963997517071,2013,AlexSmith2013
ChadHenne,JAX,1110,1864,12372,55,62,75.66,75.33977110157369,2013,ChadHenne2013
RobertGriffinIII,WAS,532,849,6403,36,17,92.3,91.51698076168041,2013,RobertGriffinIII2013
ColinKaepernick,SFO,379,634,5011,31,11,94.95,93.90115667718192,2013,ColinKaepernick2013
GenoSmith,NYJ,247,443,3046,12,21,66.5,66.47385252069226,2013,GenoSmith2013
NickFoles,PHI,364,582,4590,33,7,99.15,100.95217640320733,2013,NickFoles2013
JayCutler,CHI,2020,3310,23937,155,112,85.24,84.58207452165155,2013,JayCutler2013
MikeGlennon,TAM,247,416,2608,19,9,83.9,83.89423076923079,2013,MikeGlennon2013
AaronRodgers,GNB,1910,2896,23868,187,51,105.6,105.57090239410682,2013,AaronRodgers2013
RyanFitzpatrick,TEN,1555,2599,16790,106,93,74.87,77.54504937796588,2013,RyanFitzpatrick2013
MattSchaub,HOU,2017,3154,24046,129,82,85.68,89.94266539843584,2013,MattSchaub2013
JasonCampbell,CLE,1508,2499,16697,87,60,80.4,81.81022408963585,2013,JasonCampbell2013
EJManuel,BUF,180,306,1972,11,9,77.7,77.68246187363835,2013,EJManuel2013
JoshMcCown,CHI,786,1313,8759,50,43,77.67,78.81283320639754,2013,JoshMcCown2013
MattCassel,MIN,1334,2259,15049,91,64,79.53,80.67452412571934,2013,MattCassel2013
TerrellePryor,OAK,170,302,1953,9,12,69.95,69.31567328918322,2013,TerrellePryor2013
CaseKeenum,HOU,137,253,1760,9,6,78.2,78.17028985507247,2013,CaseKeenum2013
BrandonWeeden,CLE,438,784,5116,23,26,71.45,71.78996598639456,2013,BrandonWeeden2013
SamBradford,STL,1032,1760,11065,59,38,80.12,79.32054924242424,2013,SamBradford2013
KellenClemens,STL,333,609,3873,15,18,69.33,70.04310344827586,2013,KellenClemens2013
ChristianPonder,MIN,610,1013,6436,38,34,76.4,77.25608752879238,2013,ChristianPonder2013
MattMcGloin,OAK,118,211,1547,8,8,76.1,76.076224328594,2013,MattMcGloin2013
MattFlynn,3TM,197,315,2343,17,9,97.63,91.27645502645501,2013,MattFlynn2013
JakeLocker,TEN,288,497,3432,18,15,80.35,78.64268947015427,2013,JakeLocker2013
MichaelVick,PHI,1697,3017,21403,127,85,78.99,80.80805988288586,2013,MichaelVick2013
ThaddeusLewis,BUF,115,189,1296,5,4,82.15,81.36022927689594,2013,ThaddeusLewis2013
KirkCousins,WAS,114,203,1320,8,10,80.0,68.58579638752053,2013,KirkCousins2013
JoshFreeman,2TM,1164,2020,13724,80,67,72.9,77.79290429042904,2013,JoshFreeman2013
ScottTolzien,GNB,55,90,717,1,5,66.8,66.75925925925927,2013,ScottTolzien2013
BrianHoyer,CLE,87,149,945,6,5,74.2,76.60794183445189,2013,BrianHoyer2013
BlaineGabbert,JAX,414,777,4357,22,24,59.6,66.41731016731018,2013,BlaineGabbert2013
KyleOrton,DAL,1317,2255,14930,82,59,78.66,79.55931263858092,2013,KyleOrton2013
JeffTuel,BUF,26,59,309,1,3,45.1,45.09180790960452,2013,JeffTuel2013
ChaseDaniel,KAN,25,38,248,1,1,81.9,81.90789473684211,2013,ChaseDaniel2013
SenecaWallace,GNB,436,735,4559,28,17,77.23,80.42233560090702,2013,SenecaWallace2013
DrewBrees,NOR,4922,7431,55812,395,194,94.56,95.41532095276546,2014,DrewBrees2014
BenRoethlisberger,PIT,3157,4954,39057,251,131,94.2,93.90896245458215,2014,BenRoethlisberger2014
AndrewLuck,IND,1062,1813,12957,86,43,86.67,86.60484464055894,2014,AndrewLuck2014
PeytonManning,DEN,5270,7941,61817,478,191,100.0,99.86541367585949,2014,PeytonManning2014
MattRyan,ATL,2508,3916,28166,181,91,90.63,91.14742934967653,2014,MattRyan2014
EliManning,NYG,3308,5609,39755,259,185,80.78,82.41182326023653,2014,EliManning2014
AaronRodgers,GNB,2251,3416,28249,225,56,106.54,106.57811280249805,2014,AaronRodgers2014
PhilipRivers,SDG,3008,4648,36507,251,121,95.86,95.89339500860586,2014,PhilipRivers2014
MatthewStafford,DET,1848,3099,21714,131,85,83.2,83.6338334946757,2014,MatthewStafford2014
TomBrady,NWE,4550,7165,53252,392,143,94.87,95.89119562688997,2014,TomBrady2014
RyanTannehill,MIA,1029,1662,11252,63,42,83.53,83.9926795026073,2014,RyanTannehill2014
JoeFlacco,BAL,2213,3657,25531,148,90,85.07,84.83672864825449,2014,JoeFlacco2014
JayCutler,CHI,2390,3871,27749,183,130,85.61,85.16802290536468,2014,JayCutler2014
TonyRomo,DAL,2743,4210,33270,242,110,97.7,97.58016627078385,2014,TonyRomo2014
RussellWilson,SEA,794,1252,9950,72,26,98.73,98.5623003194888,2014,RussellWilson2014
AndyDalton,CIN,1301,2111,14758,99,66,85.03,85.17586451918521,2014,AndyDalton2014
ColinKaepernick,SFO,668,1112,8380,50,21,92.1,90.66247002398083,2014,ColinKaepernick2014
BrianHoyer,CLE,329,587,4271,18,18,74.97,76.55096536059057,2014,BrianHoyer2014
DerekCarr,OAK,348,599,3270,21,12,76.6,76.58249860879243,2014,DerekCarr2014
AlexSmith,KAN,1901,3149,20858,122,76,79.3,82.84706785222822,2014,AlexSmith2014
CamNewton,CAR,1144,1923,14426,82,54,85.4,85.42966718668748,2014,CamNewton2014
KyleOrton,BUF,1604,2702,17948,100,69,79.8,80.9261658031088,2014,KyleOrton2014
TeddyBridgewater,MIN,259,402,2919,14,12,85.2,85.19900497512438,2014,TeddyBridgewater2014
BlakeBortles,JAX,280,475,2908,11,17,69.5,69.52192982456141,2014,BlakeBortles2014
GenoSmith,NYJ,466,810,5571,25,34,72.0,71.48148148148148,2014,GenoSmith2014
RyanFitzpatrick,HOU,1752,2911,19273,123,101,77.42,79.45222145883432,2014,RyanFitzpatrick2014
MarkSanchez,PHI,1226,2176,14510,82,80,74.36,74.06173406862746,2014,MarkSanchez2014
JoshMcCown,TAM,970,1640,10965,61,57,76.64,77.14684959349594,2014,JoshMcCown2014
NickFoles,PHI,550,893,6753,46,17,93.23,94.15593505039193,2014,NickFoles2014
AustinDavis,STL,180,284,2001,12,9,85.1,85.13791079812206,2014,AustinDavis2014
DrewStanton,ARI,227,410,2750,11,14,61.07,70.88414634146342,2014,DrewStanton2014
KirkCousins,WAS,240,407,3030,18,19,82.13,77.53378378378379,2014,KirkCousins2014
RobertGriffinIII,WAS,679,1063,8097,40,23,90.5,90.57894324239574,2014,RobertGriffinIII2014
ShaunHill,STL,724,1167,7833,47,30,86.72,84.4633676092545,2014,ShaunHill2014
CarsonPalmer,ARI,3071,4906,35365,224,155,85.39,86.33815735833673,2014,CarsonPalmer2014
MikeGlennon,TAM,364,619,4025,29,15,83.6,83.70018847603662,2014,MikeGlennon2014
ZachMettenberger,TEN,107,179,1412,8,7,83.4,83.36824953445064,2014,ZachMettenberger2014
CharlieWhitehurst,TEN,189,340,2131,10,6,71.93,76.97303921568628,2014,CharlieWhitehurst2014
ColtMcCoy,WAS,491,813,5366,24,23,81.83,77.96484214842148,2014,ColtMcCoy2014
JakeLocker,TEN,374,643,4425,23,22,77.2,76.89541213063764,2014,JakeLocker2014
EJManuel,BUF,256,437,2810,16,12,79.0,78.45633104500381,2014,EJManuel2014
DerekAnderson,CAR,821,1533,9849,58,55,70.88,71.14454229180257,2014,DerekAnderson2014
MichaelVick,NYJ,1761,3138,22007,130,87,78.02,80.32717229657956,2014,MichaelVick2014
RyanLindley,ARI,134,264,1314,2,11,51.75,50.28409090909092,2014,RyanLindley2014
ChadHenne,JAX,1152,1942,12864,58,63,76.5,75.55569859251632,2014,ChadHenne2014
CaseKeenum,HOU,182,330,2195,11,8,75.2,76.76767676767676,2014,CaseKeenum2014
MattCassel,MIN,1375,2330,15474,94,68,77.57,80.21995708154506,2014,MattCassel2014
RyanMallett,HOU,41,75,400,2,2,67.6,67.63888888888889,2014,RyanMallett2014
BrandonWeeden,DAL,462,825,5419,26,28,76.2,72.48232323232324,2014,BrandonWeeden2014
JimmyClausen,CHI,183,347,1781,5,10,65.1,60.21253602305477,2014,JimmyClausen2014
ChristianPonder,MIN,632,1057,6658,38,36,68.75,75.94804478082624,2014,ChristianPonder2014
ConnorShaw,CLE,14,28,177,0,1,55.2,55.208333333333336,2014,ConnorShaw2014
JohnnyManziel,CLE,18,35,175,0,2,42.0,41.9642857142857,2014,JohnnyManziel2014
ChaseDaniel,KAN,41,66,405,1,1,77.5,78.15656565656566,2014,ChaseDaniel2014
DrewBrees,NOR,5350,8058,60682,427,205,95.02,95.85246545875735,2015,DrewBrees2015
PhilipRivers,SDG,3445,5309,41299,280,134,95.65,95.63437872794626,2015,PhilipRivers2015
TomBrady,NWE,4952,7789,58022,428,150,95.36,96.39475542431634,2015,TomBrady2015
CarsonPalmer,ARI,3413,5443,40036,259,166,86.99,88.13881744136202,2015,CarsonPalmer2015
MattRyan,ATL,2915,4530,32757,202,107,90.42,90.85908756438558,2015,MattRyan2015
EliManning,NYG,3695,6227,44187,294,199,81.85,83.52102403511589,2015,EliManning2015
BlakeBortles,JAX,635,1081,7336,46,35,78.85,80.0050107924761,2015,BlakeBortles2015
MatthewStafford,DET,2246,3691,25976,163,98,85.17,85.7733902284837,2015,MatthewStafford2015
RyanTannehill,MIA,1392,2248,15460,87,54,84.83,85.23131672597864,2015,RyanTannehill2015
KirkCousins,WAS,619,950,7196,47,30,87.0,91.27631578947368,2015,KirkCousins2015
JameisWinston,TAM,312,535,4042,22,15,84.2,84.18613707165109,2015,JameisWinston2015
RussellWilson,SEA,1123,1735,13974,106,34,101.57,101.78073967339097,2015,RussellWilson2015
DerekCarr,OAK,698,1172,7257,53,25,83.85,83.6995164960182,2015,DerekCarr2015
BenRoethlisberger,PIT,3476,5423,42995,272,147,94.23,93.95668141864896,2015,BenRoethlisberger2015
RyanFitzpatrick,NYJ,2087,3473,23178,154,116,78.6,80.831293790191,2015,RyanFitzpatrick2015
CamNewton,CAR,1440,2418,18263,117,64,88.2,88.28232699200441,2015,CamNewton2015
AaronRodgers,GNB,2598,3988,32070,256,64,104.81,104.58876629889669,2015,AaronRodgers2015
SamBradford,PHI,1378,2292,14790,78,52,81.38,80.9627690517743,2015,SamBradford2015
JayCutler,CHI,2701,4354,31408,204,141,86.28,85.96022814270404,2015,JayCutler2015
AlexSmith,KAN,2208,3619,24344,142,83,80.91,84.47718062079765,2015,AlexSmith2015
AndyDalton,CIN,1556,2497,18008,124,73,89.26,88.4336203444133,2015,AndyDalton2015
TeddyBridgewater,MIN,551,849,6150,28,21,86.95,87.03621908127208,2015,TeddyBridgewater2015
TyrodTaylor,BUF,242,380,3035,20,6,99.4,99.39692982456138,2015,TyrodTaylor2015
MarcusMariota,TEN,230,370,2818,19,10,91.5,91.47522522522523,2015,MarcusMariota2015
JoeFlacco,BAL,2479,4070,28322,162,102,84.82,84.66113841113841,2015,JoeFlacco2015
BrianHoyer,HOU,553,956,6877,37,25,79.07,82.2655160390516,2015,BrianHoyer2015
PeytonManning,DEN,5468,8272,64066,487,208,97.86,98.58659735654417,2015,PeytonManning2015
JoshMcCown,CLE,1156,1932,13074,73,61,78.72,79.5807453416149,2015,JoshMcCown2015
NickFoles,STL,740,1230,8805,53,27,87.18,87.2628726287263,2015,NickFoles2015
BlaineGabbert,SFO,592,1059,6388,32,31,66.25,71.67728989612841,2015,BlaineGabbert2015
BrockOsweiler,DEN,170,275,1967,10,6,86.4,86.43181818181817,2015,BrockOsweiler2015
AndrewLuck,IND,1224,2106,14838,101,55,83.72,84.97744539411207,2015,AndrewLuck2015
MattHasselbeck,IND,3172,5245,36062,208,152,80.75,82.27240228789321,2015,MattHasselbeck2015
ColinKaepernick,SFO,812,1356,9995,56,26,88.7,88.47406588003933,2015,ColinKaepernick2015
JohnnyManziel,CLE,147,258,1675,7,7,60.7,74.35400516795866,2015,JohnnyManziel2015
RyanMallett,2TM,177,319,1736,7,8,67.75,67.86180773249738,2015,RyanMallett2015
MattCassel,2TM,1494,2534,16750,99,75,76.7,79.44784267298081,2015,MattCassel2015
BrandonWeeden,2TM,559,965,6462,31,30,81.35,76.01252158894646,2015,BrandonWeeden2015
ZachMettenberger,TEN,208,345,2347,12,14,75.05,75.35628019323673,2015,ZachMettenberger2015
TonyRomo,DAL,2826,4331,34154,247,117,95.87,97.07101901023628,2015,TonyRomo2015
AJMcCarron,CIN,79,119,854,6,2,97.1,97.11134453781513,2015,AJMcCarron2015
CaseKeenum,STL,258,455,3023,15,9,79.37,79.76648351648352,2015,CaseKeenum2015
